symbol,type,role,entry_time,entry_price,sl,volume,mfe,mae,is_risk_bearing,point,status,exit_price,exit_time,profit
XAGUSD,BUY,Runner,2026-06-01 13:00:00,75.761,75.32298,0.01,0.0,0.0,True,0.001,CLOSED_SL,75.32298,2026-06-01 13:30:00,-438019.9999999945
XAGUSD,BUY,Scalper,2026-06-02 08:00:00,76.903,75.807018067178,0.01,0.0,-1085000.000000008,True,0.001,CLOSED_SL,75.807018067178,2026-06-02 13:30:00,-1095981.932821999
XAGUSD,BUY,Runner,2026-06-02 08:00:00,76.903,75.113765,0.01,0.0,-1686000.000000007,True,0.001,CLOSED_SL,75.113765,2026-06-02 17:30:00,-1789235.0000000051
XAGUSD,SELL,Scalper,2026-06-03 08:00:00,74.075,73.78675055611654,0.01,1653000.0000000058,-747999.9999999905,False,0.001,CLOSED_SL,73.78675055611654,2026-06-04 04:30:00,288249.4438834584
XAGUSD,SELL,Runner,2026-06-03 08:00:00,74.075,73.78675055611654,0.01,1653000.0000000058,-747999.9999999905,False,0.001,CLOSED_SL,73.78675055611654,2026-06-04 04:30:00,288249.4438834584
XAGUSD,SELL,Scalper,2026-06-04 08:00:00,73.2,73.62696584277917,0.01,19000.000000005457,-307999.9999999927,True,0.001,CLOSED_SL,73.62696584277917,2026-06-04 09:30:00,-426965.8427791683
XAGUSD,SELL,Runner,2026-06-04 08:00:00,73.2,74.90254,0.01,19000.000000005457,-1490999.9999999998,True,0.001,CLOSED_SL,74.90254,2026-06-04 13:00:00,-1702539.999999999
XAGUSD,SELL,Scalper,2026-06-05 08:00:00,72.603,73.13817646747479,0.01,128999.99999999067,-408000.0000000012,True,0.001,CLOSED_SL,73.13817646747479,2026-06-05 12:00:00,-535176.4674747983
XAGUSD,SELL,Runner,2026-06-05 08:00:00,72.603,68.59839279109164,0.01,6445999.999999998,-879000.0000000049,False,0.001,CLOSED_SL,68.59839279109164,2026-06-08 12:00:00,4004607.208908354
XAGUSD,SELL,Scalper,2026-06-05 13:30:00,70.82,68.59839279109164,0.01,4662999.999999996,0.0,False,0.001,CLOSED_SL,68.59839279109164,2026-06-08 12:00:00,2221607.208908352
XAGUSD,SELL,Runner,2026-06-05 13:30:00,70.82,68.59839279109164,0.01,4662999.999999996,0.0,False,0.001,CLOSED_SL,68.59839279109164,2026-06-08 12:00:00,2221607.208908352
XAGUSD,SELL,Scalper,2026-06-09 09:30:00,68.226,68.2630398040219,0.01,0.0,0.0,True,0.001,CLOSED_SL,68.2630398040219,2026-06-09 10:00:00,-37039.804021901546
XAGUSD,SELL,Runner,2026-06-09 09:30:00,68.226,65.06725634598563,0.01,4857999.999999998,-793999.999999997,False,0.001,CLOSED_SL,65.06725634598563,2026-06-10 13:30:00,3158743.6540143727
XAGUSD,SELL,Scalper,2026-06-09 14:30:00,66.943,65.06725634598563,0.01,3574999.999999996,0.0,False,0.001,CLOSED_SL,65.06725634598563,2026-06-10 13:30:00,1875743.6540143716
XAGUSD,SELL,Runner,2026-06-09 14:30:00,66.943,65.06725634598563,0.01,3574999.999999996,0.0,False,0.001,CLOSED_SL,65.06725634598563,2026-06-10 13:30:00,1875743.6540143716
XAGUSD,SELL,Runner,2026-06-11 10:30:00,63.891,63.891,0.01,1092999.9999999965,-146999.99999999846,False,0.001,CLOSED_SL,63.891,2026-06-11 13:00:00,0.0
XAGUSD,SELL,Scalper,2026-06-11 10:30:00,63.891,64.02810923505557,0.01,1092999.9999999965,-146999.99999999846,True,0.001,CLOSED_SL,64.02810923505557,2026-06-11 13:30:00,-137109.23505556848
XAGUSD,SELL,Scalper,2026-06-11 13:30:00,63.53,64.02818338270045,0.01,0.0,0.0,True,0.001,CLOSED_SL,64.02818338270045,2026-06-11 14:00:00,-498183.38270044647
XAGUSD,SELL,Runner,2026-06-11 13:30:00,63.53,66.378085,0.01,56000.00000000449,-1176000.0000000019,True,0.001,CLOSED_SL,66.378085,2026-06-11 17:30:00,-2848084.9999999977
XAGUSD,BUY,Runner,2026-06-12 09:00:00,66.904,66.904,0.01,652000.000000001,-194999.9999999932,False,0.001,CLOSED_SL,66.904,2026-06-12 11:00:00,0.0
XAGUSD,BUY,Scalper,2026-06-12 09:00:00,66.904,66.28858541040154,0.01,652000.000000001,-578999.9999999935,True,0.001,CLOSED_SL,66.28858541040154,2026-06-12 13:30:00,-615414.5895984584
XAGUSD,BUY,Scalper,2026-06-12 13:30:00,66.943,66.28726833548383,0.01,0.0,0.0,True,0.001,CLOSED_SL,66.28726833548383,2026-06-12 14:00:00,-655731.6645161677
DEX 900 DOWN Index,BUY,Scalper,2026-06-15 13:30:00,21764.32,21704.3257595936,0.01,0.0,0.0,True,0.01,CLOSED_SL,21704.3257595936,2026-06-15 14:00:00,-5999424.040639861
DEX 900 DOWN Index,BUY,Runner,2026-06-15 13:30:00,21764.32,21696.08435,0.01,0.0,0.0,True,0.01,CLOSED_SL,21696.08435,2026-06-15 14:00:00,-6823564.9999998715
XAGUSD,BUY,Runner,2026-06-15 08:00:00,70.25,70.25,0.01,1063999.999999993,0.0,False,0.001,CLOSED_SL,70.25,2026-06-15 16:00:00,0.0
XAGUSD,BUY,Runner,2026-06-12 13:30:00,66.943,69.85327766611879,0.01,4370999.999999996,-745000.0000000045,False,0.001,CLOSED_SL,69.85327766611879,2026-06-15 22:00:00,2910277.6661187876
XAGUSD,BUY,Scalper,2026-06-15 08:00:00,70.25,69.85327766611879,0.01,1063999.999999993,-358999.99999999464,True,0.001,CLOSED_SL,69.85327766611879,2026-06-15 22:00:00,-396722.33388121467
XAGUSD,BUY,Runner,2026-06-16 08:30:00,70.349,70.349,0.01,837999.9999999938,-112999.99999999955,False,0.001,CLOSED_SL,70.349,2026-06-16 13:30:00,0.0
XAGUSD,BUY,Scalper,2026-06-16 08:30:00,70.349,70.0508275363542,0.01,837999.9999999938,-210999.99999999852,True,0.001,CLOSED_SL,70.0508275363542,2026-06-16 14:00:00,-298172.4636457983
XAGUSD,BUY,Scalper,2026-06-17 14:30:00,70.757,70.2356061327138,0.01,793999.999999997,-556000.0000000116,True,0.001,CLOSED_SL,70.2356061327138,2026-06-17 18:00:00,-521393.8672862071
XAGUSD,BUY,Runner,2026-06-17 14:30:00,70.757,68.91571,0.01,793999.999999997,-556000.0000000116,True,0.001,CLOSED_SL,68.91571,2026-06-17 18:00:00,-1841290.0000000007
XAGUSD,SELL,Scalper,2026-06-18 08:00:00,68.501,65.20329495526276,0.01,5223000.0000000065,-37999.999999996704,False,0.001,CLOSED_SL,65.20329495526276,2026-06-22 00:30:00,3297705.044737242
XAGUSD,SELL,Runner,2026-06-18 08:00:00,68.501,65.20329495526276,0.01,5223000.0000000065,-37999.999999996704,False,0.001,CLOSED_SL,65.20329495526276,2026-06-22 00:30:00,3297705.044737242
XAGUSD,SELL,Runner,2026-06-23 08:00:00,61.888,61.888,0.01,1086999.9999999963,-807000.0000000022,False,0.001,CLOSED_SL,61.888,2026-06-24 00:00:00,0.0
XAGUSD,SELL,Scalper,2026-06-23 08:00:00,61.888,62.14417302897318,0.01,1167000.0000000016,-807000.0000000022,True,0.001,CLOSED_SL,62.14417302897318,2026-06-24 06:00:00,-256173.02897317984
XAGUSD,SELL,Scalper,2026-06-24 08:00:00,61.526,58.05177958907853,0.01,5921000.0000000065,-105999.99999999454,False,0.001,CLOSED_SL,58.05177958907853,2026-06-25 12:30:00,3474220.4109214754
XAGUSD,SELL,Runner,2026-06-24 08:00:00,61.526,58.05177958907853,0.01,5921000.0000000065,-105999.99999999454,False,0.001,CLOSED_SL,58.05177958907853,2026-06-25 12:30:00,3474220.4109214754
XAGUSD,SELL,Scalper,2026-06-25 12:30:00,57.176,58.056650977742116,0.01,0.0,0.0,True,0.001,CLOSED_SL,58.056650977742116,2026-06-25 13:00:00,-880650.9777421141
XAGUSD,SELL,Runner,2026-06-25 12:30:00,57.176,57.176,0.01,1483000.0000000042,-1838000.000000001,False,0.001,CLOSED_SL,57.176,2026-06-26 06:00:00,0.0
XAGUSD,SELL,Scalper,2026-06-29 09:00:00,57.993,58.33906257910368,0.01,584000.0000000031,-192999.99999999785,True,0.001,CLOSED_END,57.634,,359000.00000000175
XAGUSD,SELL,Runner,2026-06-29 09:00:00,57.993,59.18763,0.01,584000.0000000031,-192999.99999999785,True,0.001,CLOSED_END,57.634,,359000.00000000175
